username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
cvoscode,2025-05-28 15:21:01.687+00,2025-05-28 15:21:03.932177+00,sequential,0.0,,,{},f
ValterH,2025-05-28 15:04:28.269+00,2025-05-28 15:13:00.637256+00,flat,0.983585,0.505,1.01543,"{""accuracy"": {""overall"": 0.9835854, ""bivariate"": 0.9852334, ""coherence"": null, ""trivariate"": 0.9725527, ""univariate"": 0.99297, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.205, ""dcr_trn_hol"": 0.203, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.205, ""ims_training"": 0.0, ""nndr_holdout"": 0.364464926622, ""nndr_trn_hol"": 0.361389856601, ""nndr_training"": 0.370087115979}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9999066, ""discriminator_auc_training_synthetic"": 0.526}}",t
Ilyas93,2025-05-28 13:19:09.998+00,2025-05-28 13:27:44.196713+00,flat,0.736421,0.507,0.938028,"{""accuracy"": {""overall"": 0.7364212, ""bivariate"": 0.7308377, ""coherence"": null, ""trivariate"": 0.6280953, ""univariate"": 0.8503305, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.368, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.368, ""ims_training"": 0.0, ""nndr_holdout"": 0.684917571709, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.642472079422}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7917043, ""discriminator_auc_training_synthetic"": 1.0}}",t
tayostats,2025-05-28 11:37:36.581+00,2025-05-28 11:46:13.433069+00,flat,0.949627,0.504,1.27574,"{""accuracy"": {""overall"": 0.9496268, ""bivariate"": 0.9506769, ""coherence"": null, ""trivariate"": 0.9238374, ""univariate"": 0.9743661, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.038, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.037, ""ims_training"": 0.0, ""nndr_holdout"": 0.005458242866, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.006963276883}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9978706, ""discriminator_auc_training_synthetic"": 0.85}}",t
martinjurkovic,2025-05-28 09:19:59.187+00,2025-05-28 09:28:26.608099+00,flat,0.982676,0.506,1.00927,"{""accuracy"": {""overall"": 0.9826762, ""bivariate"": 0.9842302, ""coherence"": null, ""trivariate"": 0.9715398, ""univariate"": 0.9922585, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.586, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.585, ""ims_training"": 0.0, ""nndr_holdout"": 0.592328085808, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.597816978387}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.999869, ""discriminator_auc_training_synthetic"": 0.525}}",t
NeilBaranwal9,2025-05-28 09:03:44.16+00,2025-05-28 09:12:10.490933+00,flat,0.805594,0.5,1.00829,"{""accuracy"": {""overall"": 0.8055938, ""bivariate"": 0.8031593, ""coherence"": null, ""trivariate"": 0.7302296, ""univariate"": 0.8833925, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.5, ""dcr_holdout"": 0.318, ""dcr_trn_hol"": 0.194, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.318, ""ims_training"": 0.0, ""nndr_holdout"": 0.567620755545, ""nndr_trn_hol"": 0.297701002554, ""nndr_training"": 0.572325167149}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.8628267, ""discriminator_auc_training_synthetic"": 0.999}}",t
ValterH,2025-05-28 08:48:13.266+00,2025-05-28 08:56:34.315814+00,flat,0.983121,0.505,1.19662,"{""accuracy"": {""overall"": 0.9831211, ""bivariate"": 0.9847031, ""coherence"": null, ""trivariate"": 0.9720262, ""univariate"": 0.992634, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.088770961943, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.106225436166}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9998933, ""discriminator_auc_training_synthetic"": 0.547}}",t
NeilBaranwal9,2025-05-28 06:49:25.813+00,2025-05-28 06:57:50.674454+00,flat,0.897388,0.507,1.08303,"{""accuracy"": {""overall"": 0.8973878, ""bivariate"": 0.8979369, ""coherence"": null, ""trivariate"": 0.8504997, ""univariate"": 0.9437266, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.275, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.275, ""ims_training"": 0.0, ""nndr_holdout"": 0.393813937583, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.426513808482}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.9832591, ""discriminator_auc_training_synthetic"": 0.997}}",t
tayostats,2025-05-27 23:48:27.107+00,2025-05-27 23:56:47.689961+00,flat,0.950902,0.505,0.925399,"{""accuracy"": {""overall"": 0.9509023, ""bivariate"": 0.9517024, ""coherence"": null, ""trivariate"": 0.9268744, ""univariate"": 0.97413, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.134, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.134, ""ims_training"": 0.0, ""nndr_holdout"": 0.235514926999, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.217945393987}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.509, ""cosine_similarity_training_synthetic"": 0.9973279, ""discriminator_auc_training_synthetic"": 0.814}}",t
cvoscode,2025-05-27 23:07:39.264+00,2025-05-27 23:16:03.869744+00,flat,0.883645,0.505,1.00485,"{""accuracy"": {""overall"": 0.8836448, ""bivariate"": 0.8844857, ""coherence"": null, ""trivariate"": 0.8251028, ""univariate"": 0.9413457, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.704, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.704, ""ims_training"": 0.0, ""nndr_holdout"": 0.71982818775, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.723319495223}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.8273834, ""discriminator_auc_training_synthetic"": 1.0}}",t
Japyh,2025-05-27 22:00:28.129+00,2025-05-27 22:08:53.40176+00,flat,0.952058,0.505,0.796653,"{""accuracy"": {""overall"": 0.9520576, ""bivariate"": 0.9529291, ""coherence"": null, ""trivariate"": 0.9281938, ""univariate"": 0.9750499, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.135, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.135, ""ims_training"": 0.0, ""nndr_holdout"": 0.249725098119, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.198944178816}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9978704, ""discriminator_auc_training_synthetic"": 0.809}}",t
JimAchterbergLUMC,2025-05-27 19:20:37.689+00,2025-05-27 19:29:02.446439+00,flat,0.940816,0.513,1.00225,"{""accuracy"": {""overall"": 0.940816, ""bivariate"": 0.9408688, ""coherence"": null, ""trivariate"": 0.9123285, ""univariate"": 0.9692506, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.513, ""dcr_holdout"": 0.589, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.588, ""ims_training"": 0.0, ""nndr_holdout"": 0.593400962128, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.594733171182}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9991001, ""discriminator_auc_training_synthetic"": 0.941}}",t
lukfischer,2025-05-27 12:47:46.887+00,2025-05-27 12:49:32.694566+00,sequential,0.95327,0.509,1.04012,"{""accuracy"": {""overall"": 0.9532697, ""bivariate"": 0.9556064, ""coherence"": 0.9675467, ""trivariate"": 0.9117804, ""univariate"": 0.9781455, ""overall_max"": 0.972156, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883313, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.105, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.001, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.104, ""ims_training"": 0.001, ""nndr_holdout"": 0.000000105707, ""nndr_trn_hol"": 0.000000088931, ""nndr_training"": 0.000000109948}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.497, ""cosine_similarity_training_synthetic"": 0.9996982, ""discriminator_auc_training_synthetic"": 0.558}}",t
Japyh,2025-05-26 20:13:51.647+00,2025-05-26 20:22:14.159657+00,flat,0.950094,0.503,1.05489,"{""accuracy"": {""overall"": 0.9500942, ""bivariate"": 0.9508119, ""coherence"": null, ""trivariate"": 0.9266144, ""univariate"": 0.9728562, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.132, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.132, ""ims_training"": 0.0, ""nndr_holdout"": 0.221485215853, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.233642189103}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9969203, ""discriminator_auc_training_synthetic"": 0.794}}",t
Abdulrahman0044,2025-05-26 18:40:37.379+00,2025-05-26 18:48:56.635278+00,flat,0.95513,0.502,0.91176,"{""accuracy"": {""overall"": 0.9551302, ""bivariate"": 0.9560958, ""coherence"": null, ""trivariate"": 0.9337834, ""univariate"": 0.9755115, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.502, ""dcr_holdout"": 0.141, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.141, ""ims_training"": 0.0, ""nndr_holdout"": 0.262267990133, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.239125359964}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9989806, ""discriminator_auc_training_synthetic"": 0.867}}",t
mattdepaolis,2025-05-26 06:59:55.279+00,2025-05-26 07:08:26.229018+00,flat,0.964365,0.503,0.844149,"{""accuracy"": {""overall"": 0.9643654, ""bivariate"": 0.9649507, ""coherence"": null, ""trivariate"": 0.949236, ""univariate"": 0.9789095, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.107, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.107, ""ims_training"": 0.0, ""nndr_holdout"": 0.149130267158, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.125888227741}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9983843, ""discriminator_auc_training_synthetic"": 0.619}}",t
cvoscode,2025-05-26 06:09:05.218+00,2025-05-26 06:17:39.980555+00,flat,0.907665,0.503,1.03725,"{""accuracy"": {""overall"": 0.9076651, ""bivariate"": 0.9092508, ""coherence"": null, ""trivariate"": 0.8589627, ""univariate"": 0.9547819, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.243, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.243, ""ims_training"": 0.0, ""nndr_holdout"": 0.319663495083, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.331572261519}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.895099, ""discriminator_auc_training_synthetic"": 1.0}}",t
Ilyas93,2025-05-26 05:37:41.364+00,2025-05-26 05:45:59.138375+00,flat,0.990037,1.0,1.34045e-07,"{""accuracy"": {""overall"": 0.9900372, ""bivariate"": 0.9919166, ""coherence"": null, ""trivariate"": 0.9812713, ""univariate"": 0.9969237, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.2, ""dcr_trn_hol"": 0.201, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.169988150116, ""nndr_trn_hol"": 0.138272477104, ""nndr_training"": 0.000000022786}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9999903, ""discriminator_auc_training_synthetic"": 0.49}}",f
anirbanbasu,2025-05-26 00:12:23.782+00,2025-05-26 00:20:41.194637+00,flat,0.978495,0.508,0.802503,"{""accuracy"": {""overall"": 0.9784955, ""bivariate"": 0.9797527, ""coherence"": null, ""trivariate"": 0.9668292, ""univariate"": 0.9889047, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.097, ""ims_training"": 0.0, ""nndr_holdout"": 0.082357439163, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.066092081037}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.999717, ""discriminator_auc_training_synthetic"": 0.558}}",t
anirbanbasu,2025-05-26 00:04:16.686+00,2025-05-26 00:06:05.656987+00,sequential,0.946622,0.509,1.00538,"{""accuracy"": {""overall"": 0.9466222, ""bivariate"": 0.9551884, ""coherence"": 0.9411033, ""trivariate"": 0.912279, ""univariate"": 0.9779182, ""overall_max"": 0.9721549, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988327, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.061, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.06, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000162816, ""nndr_trn_hol"": 0.000000145321, ""nndr_training"": 0.000000163692}, ""similarity"": {""cosine_similarity_training_holdout"": 0.999983, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9997542, ""discriminator_auc_training_synthetic"": 0.544}}",t
alperugurca,2025-05-25 20:36:50.309+00,2025-05-25 20:45:13.894911+00,flat,0.861334,0.503,0.984094,"{""accuracy"": {""overall"": 0.8613336, ""bivariate"": 0.8601688, ""coherence"": null, ""trivariate"": 0.8058606, ""univariate"": 0.9179713, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.263, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.263, ""ims_training"": 0.0, ""nndr_holdout"": 0.509050901555, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.500953834354}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.496, ""cosine_similarity_training_synthetic"": 0.9519345, ""discriminator_auc_training_synthetic"": 0.997}}",t
gianmarcogenalti,2025-05-25 19:36:28.362+00,2025-05-25 19:45:07.09191+00,flat,0.839975,0.758,0.221909,"{""accuracy"": {""overall"": 0.8399748, ""bivariate"": 0.8376754, ""coherence"": null, ""trivariate"": 0.7694768, ""univariate"": 0.9127721, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.758, ""dcr_holdout"": 0.655, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.583, ""ims_training"": 0.0, ""nndr_holdout"": 0.620548919899, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.137705365448}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7536782, ""discriminator_auc_training_synthetic"": 1.0}}",f
alperugurca,2025-05-25 18:55:59.351+00,2025-05-25 19:04:20.93312+00,flat,0.959302,0.504,1.06816,"{""accuracy"": {""overall"": 0.9593017, ""bivariate"": 0.9597803, ""coherence"": null, ""trivariate"": 0.9413574, ""univariate"": 0.9767676, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.111, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.111, ""ims_training"": 0.0, ""nndr_holdout"": 0.13611012794, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.145387392621}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.998629, ""discriminator_auc_training_synthetic"": 0.7}}",t
alperugurca,2025-05-25 18:38:35.632+00,2025-05-25 18:38:39.76634+00,flat,0.0,,,{},f
Japyh,2025-05-25 18:25:18.095+00,2025-05-25 18:33:37.233988+00,flat,0.925748,0.505,0.963838,"{""accuracy"": {""overall"": 0.9257477, ""bivariate"": 0.9262534, ""coherence"": null, ""trivariate"": 0.8916974, ""univariate"": 0.9592924, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.178, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.178, ""ims_training"": 0.0, ""nndr_holdout"": 0.361245749094, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.348182553484}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9927845, ""discriminator_auc_training_synthetic"": 0.95}}",t
Japyh,2025-05-25 15:12:35.009+00,2025-05-25 15:20:58.388482+00,flat,0.875747,0.504,1.00891,"{""accuracy"": {""overall"": 0.8757469, ""bivariate"": 0.8746813, ""coherence"": null, ""trivariate"": 0.8276369, ""univariate"": 0.9249226, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.241, ""dcr_trn_hol"": 0.183, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.241, ""ims_training"": 0.0, ""nndr_holdout"": 0.42016779495, ""nndr_trn_hol"": 0.239167112838, ""nndr_training"": 0.423912844096}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9728134, ""discriminator_auc_training_synthetic"": 0.985}}",t
ValterH,2025-05-25 14:37:58.02+00,2025-05-25 14:40:10.307018+00,sequential,0.916531,0.555,0.923032,"{""accuracy"": {""overall"": 0.9165311, ""bivariate"": 0.9221271, ""coherence"": 0.9127463, ""trivariate"": 0.8682902, ""univariate"": 0.9629609, ""overall_max"": 0.9721485, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883013, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.555, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.001, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.094, ""ims_training"": 0.001, ""nndr_holdout"": 0.00000019716, ""nndr_trn_hol"": 0.000000087808, ""nndr_training"": 0.000000181985}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.513, ""cosine_similarity_training_synthetic"": 0.9999321, ""discriminator_auc_training_synthetic"": 0.969}}",f
ValterH,2025-05-25 14:33:38.747+00,2025-05-25 14:35:40.636577+00,sequential,0.95161,0.554,0.751435,"{""accuracy"": {""overall"": 0.9516104, ""bivariate"": 0.9650622, ""coherence"": 0.932721, ""trivariate"": 0.9217858, ""univariate"": 0.9868727, ""overall_max"": 0.9721526, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883177, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.554, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.093, ""ims_training"": 0.003, ""nndr_holdout"": 0.00000012163, ""nndr_trn_hol"": 0.000000087808, ""nndr_training"": 0.000000091397}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.513, ""cosine_similarity_training_synthetic"": 0.9999639, ""discriminator_auc_training_synthetic"": 0.507}}",f
ValterH,2025-05-25 14:27:16.747+00,2025-05-25 14:29:26.892785+00,sequential,0.951493,0.555,0.825479,"{""accuracy"": {""overall"": 0.9514926, ""bivariate"": 0.9655305, ""coherence"": 0.9317727, ""trivariate"": 0.9217007, ""univariate"": 0.9869664, ""overall_max"": 0.9721528, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883187, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.555, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.093, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000112548, ""nndr_trn_hol"": 0.000000087808, ""nndr_training"": 0.000000092906}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.498, ""cosine_similarity_training_synthetic"": 0.9999554, ""discriminator_auc_training_synthetic"": 0.505}}",f
NeilBaranwal9,2025-05-25 10:14:16.085+00,2025-05-25 10:14:32.180979+00,flat,0.0,,,{},f
NeilBaranwal9,2025-05-25 10:00:24.209+00,2025-05-25 10:00:46.827091+00,flat,0.0,,,{},f
Benels,2025-05-24 19:52:50.456+00,2025-05-24 20:01:25.458537+00,flat,0.93445,0.505,0.959305,"{""accuracy"": {""overall"": 0.9344497, ""bivariate"": 0.9345788, ""coherence"": null, ""trivariate"": 0.9043434, ""univariate"": 0.9644267, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.157, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.157, ""ims_training"": 0.0, ""nndr_holdout"": 0.341432207552, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.327537472642}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9992593, ""discriminator_auc_training_synthetic"": 0.923}}",t
demo-hub,2025-05-24 17:56:54.961+00,2025-05-24 17:57:11.808682+00,sequential,0.0,,,{},f
